platform,product_id,product_name,category,price,discount,sales_volume,ratings,reviews,seller_name,trend_score,search_rank,click_through_rate,assured_tag,exchange_offered,amazon_choice_badge,fulfillment_type,fashion_size,outfit_recommendations
Meesho,MEE_991031,Reduced mobile projection,Beauty,354.1,3%,31,3.3,69,French and Sons,7,#11,1.81%,,,,,,
Amazon,AMA_775842,Advanced intermediate collaboration,Electronics,97.61,43%,2933,2.3,1161,Davies Group,60,#30,1.77%,,,False,FBM,,
Myntra,MYN_773518,Persistent dedicated monitoring,Electronics,194.86,20%,8935,1.1,700,Henderson Group,29,#91,1.65%,,,,,M,True
Myntra,MYN_524761,Reduced multi-tasking protocol,Fitness,260.41,32%,5454,1.5,1140,"Vaughn, Harper and Hernandez",71,#19,8.12%,,,,,L,True
Flipkart,FLI_541434,Advanced well-modulated moderator,Electronics,93.73,8%,9860,2.9,1957,Murray Group,87,#46,7.02%,False,True,,,,
Amazon,AMA_635954,Switchable asynchronous open system,Fitness,499.57,25%,571,4.2,877,Alvarado Group,92,#24,1.83%,,,True,FBM,,
Meesho,MEE_325028,Ameliorated logistical concept,Home,309.08,12%,9770,1.9,665,Ho LLC,59,#24,1.82%,,,,,,
Myntra,MYN_365024,Grass-roots hybrid benchmark,Electronics,359.26,24%,5916,2.3,1661,Jones-Butler,14,#60,2.09%,,,,,XL,False
Amazon,AMA_651159,Diverse fault-tolerant instruction set,Fitness,398.88,23%,2712,2.5,461,Ford-Phillips,57,#35,5.74%,,,True,FBA,,
Myntra,MYN_713037,Profit-focused local groupware,Fitness,69.35,46%,1106,3.2,970,Duffy and Sons,28,#86,9.44%,,,,,M,False
Meesho,MEE_926829,Phased user-facing open system,Fitness,139.98,47%,190,3.4,1126,"Turner, Walters and Golden",32,#78,9.39%,,,,,,
Meesho,MEE_815367,Self-enabling impactful moderator,Fitness,355.99,21%,3356,2.6,253,Patton PLC,29,#10,3.96%,,,,,,
Myntra,MYN_261073,Object-based global data-warehouse,Electronics,93.97,39%,8842,3.6,1680,Davis-Gallegos,19,#78,9.85%,,,,,S,True
Flipkart,FLI_215825,Exclusive stable hierarchy,Fitness,308.57,41%,4611,3.3,1168,"Sutton, Hall and Baker",2,#23,2.91%,False,False,,,,
Meesho,MEE_808450,Exclusive zero-defect service-desk,Beauty,254.4,19%,8474,4.5,601,"Patrick, Kelly and Johnson",92,#88,4.93%,,,,,,
Meesho,MEE_355970,Advanced optimizing emulation,Electronics,182.43,34%,4128,2.2,653,"Bernard, Santiago and Torres",58,#4,8.77%,,,,,,
Meesho,MEE_468248,Balanced high-level ability,Beauty,137.69,30%,884,2.9,548,"Marshall, Jackson and Rojas",47,#52,5.37%,,,,,,
Meesho,MEE_399931,Profound 3rdgeneration complexity,Fashion,372.1,33%,3273,4.3,1893,"Barnett, Gray and Buchanan",4,#26,4.34%,,,,,,
Meesho,MEE_691978,Fundamental composite interface,Fashion,283.22,21%,1743,3.6,470,Sanchez Ltd,61,#89,2.2%,,,,,,
Meesho,MEE_371571,User-friendly content-based installation,Fitness,221.68,42%,3310,3.0,1947,Leonard-Wright,11,#24,4.22%,,,,,,
Meesho,MEE_301258,Reactive bottom-line website,Fitness,340.97,18%,2907,1.0,1116,Griffin-Rasmussen,91,#64,8.57%,,,,,,
Meesho,MEE_237623,Re-engineered web-enabled interface,Fitness,261.09,0%,9494,2.0,1797,"Haley, Smith and Martin",29,#62,7.82%,,,,,,
Myntra,MYN_728309,Fully-configurable dedicated process improvement,Fashion,149.06,23%,9090,2.3,1818,Mcmahon-Larson,41,#1,0.69%,,,,,S,False
Amazon,AMA_380807,Secured incremental data-warehouse,Beauty,309.75,1%,7032,2.9,1645,"Wood, Church and Henderson",36,#44,7.62%,,,True,FBM,,
Amazon,AMA_487137,Triple-buffered 3rdgeneration utilization,Fashion,255.92,4%,4701,1.2,1821,Higgins Ltd,31,#77,9.38%,,,False,FBM,,
Amazon,AMA_344811,De-engineered cohesive strategy,Electronics,54.65,50%,8488,1.0,1721,Garcia Ltd,62,#13,0.13%,,,False,FBA,,
Amazon,AMA_376162,Front-line intermediate help-desk,Fitness,308.47,18%,6408,3.4,1803,"Garza, Norman and Heath",8,#4,2.02%,,,True,FBM,,
Meesho,MEE_566487,Assimilated leadingedge moratorium,Beauty,388.49,47%,421,4.3,556,Burch and Sons,82,#80,5.08%,,,,,,
Meesho,MEE_306539,Implemented tertiary hierarchy,Beauty,452.72,31%,3443,3.4,824,Castillo-Stokes,10,#31,4.97%,,,,,,
Meesho,MEE_188599,Visionary exuding groupware,Home,276.15,40%,3951,4.5,999,Wilkins PLC,2,#89,0.2%,,,,,,
Myntra,MYN_767953,Devolved real-time concept,Fitness,39.74,24%,2974,3.1,693,Pollard-Morton,27,#91,9.89%,,,,,XL,False
Flipkart,FLI_734252,Configurable holistic focus group,Beauty,63.46,37%,6257,4.7,70,Conley LLC,84,#74,2.37%,False,True,,,,
Myntra,MYN_326443,Innovative intermediate instruction set,Beauty,235.83,47%,4856,2.8,568,Smith Inc,54,#28,6.36%,,,,,XL,True
Myntra,MYN_298879,Re-contextualized next generation success,Electronics,274.9,48%,9600,2.9,1530,"Allen, Bright and Sullivan",41,#35,6.89%,,,,,M,True
Meesho,MEE_520317,Vision-oriented didactic Graphic Interface,Beauty,296.62,13%,2515,1.3,1569,"Perkins, Dickerson and Hughes",2,#16,8.91%,,,,,,
Flipkart,FLI_903366,Advanced leadingedge utilization,Fashion,199.1,5%,6623,1.6,1881,Eaton-Lopez,10,#73,1.0%,False,False,,,,
Amazon,AMA_866420,Future-proofed global Internet solution,Fashion,313.19,32%,295,4.6,82,Johnson and Sons,37,#85,1.61%,,,True,FBM,,
Amazon,AMA_562929,De-engineered maximized groupware,Fashion,313.05,35%,7627,4.5,848,Dixon-Davis,7,#16,9.47%,,,False,FBA,,
Flipkart,FLI_679181,Inverse empowering encoding,Fitness,297.28,14%,2906,4.9,1331,Hernandez-Ramirez,100,#89,3.44%,True,False,,,,
Meesho,MEE_904498,Integrated clear-thinking capability,Fitness,9.82,24%,5302,3.5,1869,Williams Inc,69,#89,6.57%,,,,,,
Myntra,MYN_805339,Optional background Internet solution,Fashion,423.53,37%,8951,3.8,1974,"Frazier, Newton and Schwartz",26,#13,1.27%,,,,,M,False
Myntra,MYN_701318,Profit-focused bi-directional secured line,Electronics,340.66,40%,3261,4.8,260,"Smith, Brooks and Bowers",27,#17,1.65%,,,,,L,False
Myntra,MYN_149549,Stand-alone hybrid algorithm,Home,375.65,1%,5500,1.6,1132,Gardner Group,94,#19,3.38%,,,,,XL,False
Meesho,MEE_159397,Extended user-facing budgetary management,Beauty,92.85,7%,7684,2.6,145,Baker-Johnson,92,#52,2.79%,,,,,,
Flipkart,FLI_196988,Cross-platform optimizing capability,Fitness,250.4,50%,7938,2.5,1990,West Ltd,94,#52,9.84%,True,False,,,,
Amazon,AMA_282890,Public-key solution-oriented synergy,Fitness,216.53,4%,5381,3.7,945,Sloan-Barrett,73,#73,9.97%,,,False,FBA,,
Myntra,MYN_181009,Configurable dedicated middleware,Beauty,314.88,48%,1015,4.6,1387,Aguilar PLC,56,#10,0.19%,,,,,S,True
Myntra,MYN_816121,Decentralized systemic help-desk,Electronics,108.54,17%,6492,3.7,827,Hess-Chavez,24,#36,1.82%,,,,,M,False
Amazon,AMA_204040,Compatible intangible policy,Fitness,17.82,24%,5415,4.7,566,Obrien and Sons,31,#23,8.12%,,,True,FBM,,
Meesho,MEE_452441,Switchable exuding archive,Fashion,309.74,44%,7464,3.2,1378,Burns Ltd,26,#69,4.72%,,,,,,
Myntra,MYN_580518,Implemented local monitoring,Home,275.52,7%,5841,1.6,906,Conner-Williams,50,#77,5.46%,,,,,XL,True
Amazon,AMA_931453,Team-oriented maximized contingency,Fitness,446.73,29%,1433,4.9,1503,"Robinson, Scott and Ward",30,#76,5.62%,,,False,FBM,,
Meesho,MEE_929976,Monitored well-modulated benchmark,Home,377.82,7%,5567,1.8,27,Valenzuela-Bailey,43,#47,6.81%,,,,,,
Myntra,MYN_792580,Intuitive zero tolerance time-frame,Home,287.58,5%,1996,2.5,55,Anderson Group,77,#23,5.12%,,,,,S,False
Flipkart,FLI_393597,Enterprise-wide exuding definition,Beauty,358.11,28%,9449,2.7,142,Kim-Nguyen,28,#87,5.05%,True,False,,,,
Meesho,MEE_999700,Assimilated holistic access,Electronics,78.44,45%,2855,2.9,1916,Weaver PLC,4,#49,8.2%,,,,,,
Myntra,MYN_712325,Multi-lateral methodical data-warehouse,Fitness,273.66,48%,1653,4.1,918,Lewis PLC,89,#75,2.02%,,,,,L,False
Amazon,AMA_877538,Re-engineered interactive secured line,Home,305.51,33%,6198,4.6,1512,Moore-Cook,60,#100,1.02%,,,True,FBM,,
Amazon,AMA_710566,Fully-configurable 6thgeneration time-frame,Fashion,184.48,9%,603,4.8,120,Stanley Inc,60,#9,2.22%,,,False,FBA,,
Meesho,MEE_788369,Profit-focused interactive challenge,Fitness,432.69,19%,2127,4.4,37,Williams Ltd,50,#62,2.79%,,,,,,
Myntra,MYN_178260,Face-to-face exuding pricing structure,Beauty,43.01,37%,8287,2.4,1665,Young-Cooper,91,#10,6.61%,,,,,L,False
Meesho,MEE_579360,Cross-group stable projection,Beauty,297.35,18%,7089,2.1,688,Bernard PLC,94,#11,9.28%,,,,,,
Flipkart,FLI_778996,Self-enabling mission-critical infrastructure,Electronics,414.84,18%,7372,4.8,997,"Mccormick, Sanders and Taylor",59,#21,7.37%,False,True,,,,
Meesho,MEE_686888,Streamlined disintermediate collaboration,Electronics,190.94,25%,8143,3.3,541,Ward-Williams,80,#80,7.89%,,,,,,
Myntra,MYN_543735,Focused context-sensitive benchmark,Fashion,410.33,47%,8204,3.3,285,Schmidt-Campos,66,#49,4.04%,,,,,XL,True
Flipkart,FLI_862786,Compatible radical archive,Fashion,259.78,12%,6403,1.4,626,"Bradshaw, Butler and Rice",2,#44,7.87%,True,True,,,,
Meesho,MEE_983516,Polarized encompassing instruction set,Electronics,129.6,36%,3964,3.7,282,Knight Inc,51,#67,8.29%,,,,,,
Flipkart,FLI_180617,Function-based hybrid framework,Fashion,295.42,42%,3796,3.9,697,Barker-Gilbert,88,#75,5.93%,False,False,,,,
Flipkart,FLI_937323,Streamlined zero administration paradigm,Home,271.41,30%,9309,4.6,1563,Fisher Inc,12,#98,6.77%,False,True,,,,
Meesho,MEE_524268,Triple-buffered exuding open architecture,Fitness,40.7,22%,2419,3.9,579,"Austin, Evans and Oneal",9,#95,2.39%,,,,,,
Myntra,MYN_815335,Versatile eco-centric implementation,Home,6.88,2%,1448,4.7,386,"Horton, Young and Lindsey",90,#13,0.76%,,,,,L,True
Amazon,AMA_575149,Seamless foreground firmware,Home,167.96,17%,2543,1.5,521,Bowman-Miller,92,#1,7.37%,,,True,FBA,,
Myntra,MYN_921032,Down-sized solution-oriented functionalities,Fashion,381.17,35%,8603,3.4,782,Parker Inc,2,#58,6.85%,,,,,M,False
Myntra,MYN_238213,Decentralized upward-trending architecture,Electronics,364.91,7%,1253,3.9,538,"Doyle, Rice and Cherry",76,#28,2.05%,,,,,S,False
Amazon,AMA_675969,Down-sized secondary matrices,Fitness,452.77,26%,3343,1.6,1154,Russell and Sons,62,#44,8.62%,,,False,FBM,,
Meesho,MEE_695811,Decentralized well-modulated frame,Fashion,397.06,41%,5551,3.0,44,Brown-Anderson,19,#92,8.23%,,,,,,
Meesho,MEE_612903,Seamless interactive protocol,Home,102.63,0%,7125,4.9,1632,Clark Group,7,#13,0.85%,,,,,,
Amazon,AMA_690919,Balanced high-level interface,Fashion,179.76,4%,5093,2.2,565,Perez LLC,91,#34,1.07%,,,True,FBA,,
Meesho,MEE_684895,Multi-layered executive info-mediaries,Fitness,28.47,11%,6841,3.5,1145,Howard-Williams,54,#27,8.33%,,,,,,
Amazon,AMA_283063,Grass-roots clear-thinking strategy,Fitness,398.45,32%,4924,4.5,9,"Little, Williamson and Alvarez",46,#85,9.64%,,,True,FBM,,
Meesho,MEE_267757,Intuitive motivating policy,Fitness,172.35,37%,3657,4.9,579,Patrick-Armstrong,3,#95,7.1%,,,,,,
Flipkart,FLI_239729,Integrated 6thgeneration matrix,Fashion,224.49,29%,4582,2.2,670,Galloway-Price,84,#15,4.23%,True,True,,,,
Flipkart,FLI_747610,Sharable transitional utilization,Home,206.48,4%,6469,3.7,1487,Wilson-Curtis,96,#78,3.58%,False,False,,,,
Meesho,MEE_824477,Polarized non-volatile migration,Electronics,444.11,22%,6742,3.2,1098,"Harding, Arnold and Schaefer",81,#36,0.46%,,,,,,
Meesho,MEE_537431,Synergistic asymmetric process improvement,Home,466.27,41%,8605,1.8,1770,Parker Group,42,#27,4.83%,,,,,,
Flipkart,FLI_422312,Phased coherent solution,Beauty,259.55,26%,9064,1.2,1834,Wilson and Sons,57,#34,3.02%,True,False,,,,
Meesho,MEE_240897,Operative hybrid approach,Fashion,109.05,0%,113,3.4,846,Gonzalez Ltd,100,#62,1.97%,,,,,,
Amazon,AMA_683347,Function-based leadingedge secured line,Home,352.88,15%,941,3.4,45,Houston Ltd,12,#92,4.65%,,,True,FBA,,
Amazon,AMA_282300,Front-line web-enabled definition,Beauty,426.8,28%,5200,2.0,1579,Paul-Wilson,90,#53,1.85%,,,True,FBM,,
Flipkart,FLI_399239,Diverse multi-tasking projection,Beauty,27.34,36%,3879,4.7,1458,Young Inc,49,#37,9.91%,True,True,,,,
Amazon,AMA_447244,Quality-focused tangible service-desk,Fashion,125.99,11%,1958,1.8,594,Newman and Sons,44,#41,2.35%,,,False,FBM,,
Myntra,MYN_138338,Fundamental global task-force,Fitness,373.21,42%,4684,2.9,1971,Grimes-Nelson,4,#45,1.05%,,,,,S,True
Myntra,MYN_382860,Innovative demand-driven orchestration,Home,208.45,22%,6381,1.4,1138,Christensen Inc,29,#43,1.99%,,,,,M,False
Flipkart,FLI_473882,Profit-focused empowering open architecture,Home,58.54,21%,6827,2.8,242,Wilson Inc,99,#20,3.11%,True,False,,,,
Meesho,MEE_662978,Multi-channeled asymmetric capacity,Home,302.16,3%,9849,1.7,1394,"Rowland, Brady and Thomas",92,#72,0.68%,,,,,,
Amazon,AMA_543435,Vision-oriented system-worthy implementation,Fitness,411.18,40%,7704,1.3,731,"Hart, Hall and Thomas",13,#98,4.1%,,,False,FBA,,
Amazon,AMA_715426,Extended client-server core,Home,476.93,2%,6589,1.7,777,Rojas-Fisher,47,#26,4.12%,,,False,FBA,,
Flipkart,FLI_630339,Synchronized impactful process improvement,Fitness,442.05,6%,5211,3.3,581,Underwood-Cox,33,#70,8.63%,True,True,,,,
Amazon,AMA_395532,Re-engineered global solution,Fashion,398.86,21%,8119,1.5,257,"Schwartz, Green and Johnson",70,#86,4.53%,,,True,FBM,,
Flipkart,FLI_635245,Fundamental web-enabled budgetary management,Electronics,107.33,20%,6236,1.2,1842,Lucas-Bernard,73,#6,1.54%,True,False,,,,
Amazon,AMA_315227,Function-based demand-driven support,Fashion,18.29,29%,4457,3.9,824,"Herrera, Williams and Clark",26,#43,4.61%,,,False,FBA,,
Amazon,AMA_934542,Exclusive fresh-thinking help-desk,Beauty,145.4,12%,2326,1.7,284,David-Douglas,79,#21,3.96%,,,False,FBM,,
Meesho,MEE_415699,Advanced impactful migration,Electronics,406.15,34%,2405,3.4,81,Harrington Inc,21,#71,0.89%,,,,,,
Meesho,MEE_710963,Sharable zero tolerance array,Fitness,370.72,31%,1163,4.9,1402,Robinson Inc,87,#1,5.45%,,,,,,
Flipkart,FLI_198364,Upgradable optimizing contingency,Electronics,237.29,0%,1752,2.1,1010,Simmons-Mendoza,67,#80,9.8%,False,True,,,,
Myntra,MYN_891884,Upgradable discrete ability,Fashion,375.12,45%,9559,1.6,744,"Robinson, Bishop and Lopez",39,#40,7.27%,,,,,L,False
Amazon,AMA_740722,Future-proofed analyzing circuit,Beauty,374.17,48%,9094,2.7,1091,Howell Group,50,#62,1.93%,,,False,FBM,,
Flipkart,FLI_431090,Re-contextualized tertiary hardware,Home,213.26,38%,6363,2.8,1499,Little-Stephens,94,#71,1.77%,False,True,,,,
Amazon,AMA_830715,Future-proofed systematic definition,Home,475.29,40%,646,3.1,1947,Jones-Johnson,75,#62,8.67%,,,True,FBA,,
Flipkart,FLI_225521,Automated real-time help-desk,Electronics,365.01,28%,7590,3.1,1775,Martin-Roth,7,#78,3.0%,False,True,,,,
Myntra,MYN_307618,Versatile empowering open architecture,Home,298.23,26%,2067,1.5,1310,Rush PLC,22,#61,3.66%,,,,,M,True
Myntra,MYN_626342,Re-engineered background secured line,Fitness,146.23,47%,6705,4.8,806,"Bailey, Jones and Watson",78,#6,6.86%,,,,,M,True
Amazon,AMA_524612,Up-sized fresh-thinking info-mediaries,Home,225.41,11%,8682,4.4,490,Taylor-Craig,9,#99,6.56%,,,True,FBM,,
Flipkart,FLI_126206,Realigned context-sensitive archive,Home,346.31,22%,3308,2.2,1663,Odom LLC,11,#60,3.94%,True,False,,,,
Myntra,MYN_664546,Devolved bottom-line application,Home,25.57,20%,8163,4.0,1337,"Lee, Williams and Williams",97,#77,4.43%,,,,,XL,True
Amazon,AMA_423261,Ameliorated regional alliance,Home,164.43,27%,6805,1.2,1044,Carlson and Sons,30,#33,9.16%,,,True,FBA,,
Meesho,MEE_644690,Persevering client-driven extranet,Home,388.83,36%,2464,4.1,1103,Thompson-Gray,52,#63,5.03%,,,,,,
Meesho,MEE_515710,Cross-group static definition,Home,28.65,7%,6724,1.4,1481,Greene-Hamilton,77,#33,0.39%,,,,,,
Amazon,AMA_630860,Vision-oriented regional hardware,Beauty,433.18,20%,567,2.4,1549,"Jones, Burns and Chen",65,#2,9.87%,,,False,FBA,,
Meesho,MEE_795106,Distributed bifurcated artificial intelligence,Beauty,417.06,13%,8847,1.6,1622,Santana and Sons,69,#12,4.28%,,,,,,
Meesho,MEE_194665,Enterprise-wide optimizing support,Fashion,67.72,29%,8542,3.0,528,"Lee, Espinoza and Lowe",31,#96,3.65%,,,,,,
Flipkart,FLI_325156,Horizontal dedicated Internet solution,Beauty,363.26,10%,7113,4.9,1932,Kim Inc,80,#26,0.73%,False,True,,,,
Meesho,MEE_310269,Grass-roots high-level superstructure,Beauty,43.82,42%,3548,3.5,1944,Williams and Sons,93,#77,9.08%,,,,,,
Flipkart,FLI_997821,Implemented bandwidth-monitored access,Beauty,378.45,28%,3218,3.0,434,Thomas LLC,27,#70,0.86%,True,True,,,,
Amazon,AMA_314960,Business-focused incremental functionalities,Beauty,58.58,9%,8911,1.5,1025,Warner-Smith,34,#28,7.89%,,,False,FBM,,
Amazon,AMA_691382,Ameliorated content-based Graphic Interface,Fitness,393.89,37%,155,4.5,1300,"Watkins, Reynolds and Eaton",81,#4,2.43%,,,False,FBM,,
Amazon,AMA_463311,Inverse analyzing definition,Home,419.8,9%,1564,1.1,1024,Singh Group,54,#34,9.05%,,,False,FBA,,
Flipkart,FLI_997126,Digitized incremental superstructure,Fashion,178.62,15%,7691,2.8,1002,Townsend Group,63,#4,2.91%,False,False,,,,
Flipkart,FLI_765279,Devolved multimedia secured line,Electronics,87.1,36%,4473,3.6,987,Kelly-Huang,30,#31,8.19%,False,True,,,,
Myntra,MYN_106457,Re-contextualized disintermediate array,Fitness,118.26,50%,9955,4.1,1970,"Powell, Payne and Molina",100,#48,8.25%,,,,,M,True
Myntra,MYN_652589,Seamless value-added installation,Home,25.83,14%,2681,2.1,1239,Peterson-Holmes,48,#50,8.56%,,,,,L,True
Flipkart,FLI_756807,Inverse modular structure,Home,248.18,33%,3638,4.5,31,Benson-Haas,64,#71,8.44%,True,False,,,,
Myntra,MYN_882738,Programmable hybrid infrastructure,Electronics,48.21,45%,1742,1.8,1169,"Jackson, Horne and Mendez",79,#30,7.45%,,,,,S,True
Flipkart,FLI_550360,Advanced zero-defect challenge,Fashion,89.07,46%,7815,3.8,1333,Moyer and Sons,64,#78,8.91%,False,True,,,,
Myntra,MYN_909219,Total leadingedge attitude,Fashion,261.76,8%,2670,4.3,215,"Taylor, Sims and Stephens",100,#69,8.87%,,,,,XL,False
Amazon,AMA_678948,Persistent even-keeled neural-net,Electronics,456.23,50%,9959,1.9,1386,"Nelson, Smith and Perry",81,#84,1.2%,,,True,FBM,,
Myntra,MYN_933215,Cross-platform 5thgeneration process improvement,Electronics,250.65,37%,1047,2.8,1679,Clements Ltd,60,#95,4.98%,,,,,M,True
Myntra,MYN_217240,Managed non-volatile extranet,Fashion,265.33,36%,4874,2.4,1457,"Hernandez, Wang and Long",3,#17,1.39%,,,,,S,True
Flipkart,FLI_964984,Implemented empowering secured line,Beauty,97.67,30%,6671,1.3,1403,Chang-Bailey,80,#74,6.98%,True,False,,,,
Meesho,MEE_239768,Profound attitude-oriented toolset,Fashion,44.18,48%,2359,4.7,1767,Rodriguez-Kerr,4,#49,9.11%,,,,,,
Meesho,MEE_861485,Intuitive homogeneous synergy,Fashion,150.98,12%,4276,2.3,1155,Sawyer Ltd,39,#65,9.52%,,,,,,
Flipkart,FLI_464912,Reduced homogeneous groupware,Home,74.14,43%,7667,1.3,1879,Weiss Inc,87,#94,9.13%,True,True,,,,
Flipkart,FLI_208539,Fully-configurable tertiary paradigm,Beauty,247.87,30%,9250,1.9,981,Lopez Ltd,67,#50,8.72%,False,False,,,,
Flipkart,FLI_978635,Automated 5thgeneration matrix,Beauty,83.18,41%,8379,4.3,1242,Gilbert Ltd,76,#7,0.38%,True,True,,,,
Flipkart,FLI_184798,De-engineered mobile pricing structure,Fitness,213.1,40%,336,1.8,1876,Bush LLC,26,#99,9.34%,False,True,,,,
Meesho,MEE_594964,Persevering attitude-oriented solution,Fitness,446.92,25%,1144,3.9,216,Gibbs-Lawrence,58,#93,2.47%,,,,,,
Amazon,AMA_414437,Implemented incremental paradigm,Fashion,266.91,3%,2173,4.6,9,"Figueroa, Rodriguez and Robinson",75,#84,9.33%,,,False,FBM,,
Meesho,MEE_605668,Synchronized fresh-thinking structure,Electronics,252.97,28%,4938,3.5,86,"Hernandez, Morris and Smith",55,#98,8.98%,,,,,,
Myntra,MYN_462835,Automated client-server encoding,Beauty,49.39,11%,8727,5.0,128,"Herring, Malone and Ware",49,#80,7.58%,,,,,L,False
Amazon,AMA_558658,Focused hybrid superstructure,Fashion,433.92,40%,4059,3.3,1968,Hughes Inc,6,#67,8.28%,,,True,FBM,,
Meesho,MEE_450915,Reduced asynchronous functionalities,Fashion,269.31,14%,1462,3.8,1273,Carter-Bradford,21,#1,3.89%,,,,,,
Meesho,MEE_441645,Profound dedicated customer loyalty,Electronics,46.53,29%,9377,4.1,781,"Taylor, Hernandez and Graves",78,#87,9.34%,,,,,,
Myntra,MYN_745589,Progressive optimal methodology,Fashion,321.46,32%,9627,4.0,306,"Nguyen, Hamilton and Mcgee",75,#20,3.44%,,,,,S,True
Meesho,MEE_940488,Up-sized intermediate archive,Electronics,274.28,40%,4019,2.8,1787,Garza-Jones,86,#92,3.02%,,,,,,
Myntra,MYN_954184,Compatible reciprocal encryption,Home,358.03,2%,3091,4.5,1903,Martinez PLC,87,#56,1.76%,,,,,S,False
Flipkart,FLI_938823,Networked coherent application,Fashion,323.54,35%,1420,3.8,991,Fritz-Brooks,77,#55,3.91%,False,True,,,,
Myntra,MYN_574609,Extended 4thgeneration protocol,Fitness,18.86,49%,7794,2.8,251,"Williams, Smith and Horne",94,#53,7.1%,,,,,S,True
Meesho,MEE_382182,Cross-group mission-critical toolset,Home,260.27,32%,4642,4.5,1634,Tucker-Marquez,98,#36,4.76%,,,,,,
Flipkart,FLI_961163,Proactive actuating orchestration,Fashion,72.09,8%,9543,4.0,1160,Rhodes Inc,13,#31,3.39%,False,True,,,,
Myntra,MYN_844327,Progressive dynamic productivity,Electronics,294.5,44%,2194,1.4,659,"Nelson, Nelson and Walker",25,#65,9.9%,,,,,S,True
Flipkart,FLI_202891,Distributed intermediate forecast,Beauty,102.53,34%,1315,2.9,290,"Meyers, Curry and Hanson",55,#44,0.73%,False,False,,,,
Myntra,MYN_904614,Profit-focused holistic parallelism,Electronics,216.55,11%,9567,2.3,1387,"Williams, Davidson and Hunt",64,#85,8.12%,,,,,XL,True
Myntra,MYN_910009,User-friendly zero tolerance monitoring,Home,224.89,16%,7706,4.8,682,"Villa, Lucas and Lopez",56,#12,9.63%,,,,,S,True
Flipkart,FLI_214587,Visionary responsive contingency,Electronics,358.37,1%,1842,2.4,595,Smith-Reeves,89,#87,4.67%,True,False,,,,
Flipkart,FLI_598247,Ergonomic context-sensitive utilization,Fashion,87.67,17%,8345,5.0,822,"Guzman, Mosley and Robinson",0,#1,1.01%,True,True,,,,
Flipkart,FLI_320259,Multi-lateral reciprocal Local Area Network,Fitness,105.18,34%,8116,2.6,1082,"Cantrell, Singleton and Avila",3,#71,0.21%,True,False,,,,
